tenure,MonthlyCharges,TotalCharges,Contract,InternetService,TechSupport,OnlineSecurity,PaymentMethod,SeniorCitizen,Partner,Dependents,PaperlessBilling,Churn
1,94.72,93.56,Two year,DSL,No,Yes,Electronic check,0,Yes,Yes,No,No
66,81.14,5190.52,Month-to-month,DSL,No,No,Bank transfer,0,Yes,No,No,No
11,89.92,978.73,Two year,Fiber optic,Yes,No,Credit card,0,No,No,Yes,No
19,33.03,607.58,Month-to-month,DSL,Yes,No,Electronic check,0,No,No,No,No
4,100.8,380.64,One year,No,No,No,Credit card,0,Yes,No,Yes,No
36,43.33,1551.78,Month-to-month,DSL,No,No,Credit card,0,Yes,Yes,Yes,No
37,45.05,1660.72,Month-to-month,DSL,Yes,Yes,Credit card,0,Yes,No,Yes,Yes
8,73.13,544.92,Month-to-month,DSL,No,No,Mailed check,0,Yes,No,Yes,Yes
52,74.06,3602.49,Two year,DSL,No,No,Bank transfer,0,No,No,Yes,No
43,32.84,1324.95,Two year,Fiber optic,No,Yes,Electronic check,0,No,Yes,No,No
23,59.8,1350.94,Month-to-month,DSL,Yes,Yes,Bank transfer,0,No,Yes,Yes,No
29,109.65,3113.44,Two year,Fiber optic,No,Yes,Bank transfer,0,No,No,Yes,No
58,20.95,1213.05,Two year,Fiber optic,Yes,No,Mailed check,0,Yes,Yes,Yes,No
13,109.56,1348.11,One year,DSL,Yes,No,Mailed check,1,No,No,No,No
8,57.75,449.84,Month-to-month,DSL,No,No,Mailed check,0,No,No,No,Yes
39,18.0,691.94,Two year,Fiber optic,Yes,Yes,Bank transfer,1,Yes,No,No,No
65,24.0,1438.51,One year,Fiber optic,Yes,No,Credit card,1,Yes,Yes,Yes,No
24,36.1,833.52,Two year,No,Yes,No,Bank transfer,1,No,No,No,No
21,46.28,927.92,Two year,DSL,No,No,Mailed check,0,Yes,No,Yes,No
3,61.86,180.81,Two year,DSL,Yes,No,Bank transfer,0,No,No,No,No
25,18.0,436.29,One year,DSL,Yes,No,Mailed check,0,Yes,No,No,No
57,70.6,3948.86,Month-to-month,Fiber optic,No,No,Mailed check,0,No,No,Yes,No
28,33.35,869.47,Month-to-month,Fiber optic,No,No,Electronic check,1,No,No,No,Yes
36,106.72,3540.85,Month-to-month,No,No,Yes,Credit card,0,No,Yes,Yes,No
69,56.89,3848.94,Month-to-month,Fiber optic,No,No,Mailed check,1,No,No,Yes,No
17,93.29,1484.52,One year,DSL,No,Yes,Electronic check,0,No,No,No,No
41,98.31,3743.55,One year,Fiber optic,No,Yes,Credit card,0,No,No,Yes,No
40,97.5,3641.36,Two year,No,Yes,No,Mailed check,0,Yes,No,No,No
37,48.01,1610.52,Month-to-month,DSL,No,No,Credit card,0,Yes,Yes,Yes,No
33,47.62,1535.81,Month-to-month,Fiber optic,No,No,Credit card,0,Yes,No,No,Yes
16,58.25,905.45,Month-to-month,No,Yes,No,Bank transfer,0,Yes,No,No,No
36,84.09,2891.83,Month-to-month,Fiber optic,No,No,Electronic check,0,No,No,No,Yes
24,49.68,1158.47,Month-to-month,Fiber optic,Yes,No,Credit card,0,No,No,Yes,Yes
26,61.42,1496.81,One year,DSL,No,No,Bank transfer,0,Yes,No,Yes,No
56,73.21,3810.88,Month-to-month,Fiber optic,No,Yes,Credit card,0,Yes,No,No,No
30,37.85,1119.86,One year,DSL,No,Yes,Bank transfer,0,Yes,No,No,No
5,35.96,169.42,Month-to-month,Fiber optic,Yes,No,Mailed check,0,Yes,No,Yes,Yes
39,60.25,2160.81,Two year,DSL,Yes,No,Mailed check,0,Yes,No,Yes,No
11,64.23,688.8,Two year,No,Yes,Yes,Bank transfer,0,No,No,No,No
52,78.02,3787.6,Two year,No,Yes,No,Mailed check,0,No,No,No,No
70,85.16,5491.37,Two year,Fiber optic,No,Yes,Mailed check,0,No,Yes,No,No
9,32.03,260.23,Two year,DSL,No,Yes,Mailed check,0,Yes,Yes,No,No
44,40.64,1782.9,Two year,DSL,No,No,Credit card,0,Yes,No,Yes,No
16,35.88,543.5,One year,Fiber optic,No,No,Bank transfer,0,No,No,No,Yes
25,107.37,2459.24,Month-to-month,Fiber optic,No,Yes,Electronic check,0,Yes,No,Yes,Yes
61,61.39,3654.1,Month-to-month,Fiber optic,No,No,Electronic check,0,Yes,Yes,Yes,No
45,65.48,2913.5,Month-to-month,DSL,Yes,No,Bank transfer,0,Yes,No,Yes,Yes
63,66.73,4005.55,One year,Fiber optic,No,No,Credit card,0,No,No,Yes,No
1,43.53,39.3,Month-to-month,Fiber optic,No,No,Mailed check,0,No,No,Yes,Yes
53,111.93,5555.67,Two year,Fiber optic,No,Yes,Mailed check,0,No,No,No,No
64,77.33,4574.52,Two year,Fiber optic,No,No,Credit card,1,Yes,No,No,No
50,66.19,3189.17,Month-to-month,Fiber optic,No,No,Electronic check,0,No,No,No,Yes
52,31.84,1576.02,Month-to-month,DSL,Yes,No,Bank transfer,0,No,No,Yes,No
35,30.14,986.94,Two year,DSL,No,No,Bank transfer,0,Yes,No,No,No
25,55.73,1344.28,Month-to-month,Fiber optic,Yes,No,Credit card,0,No,No,No,Yes
28,44.0,1180.8,One year,DSL,No,Yes,Mailed check,1,No,No,Yes,No
20,32.98,653.43,Month-to-month,Fiber optic,No,No,Mailed check,0,No,No,Yes,Yes
10,53.87,516.98,One year,Fiber optic,No,No,Mailed check,1,No,No,Yes,No
39,58.51,2169.56,Month-to-month,No,No,No,Bank transfer,0,Yes,Yes,Yes,No
10,69.25,680.29,Two year,Fiber optic,No,No,Electronic check,0,No,Yes,Yes,Yes
35,49.88,1606.56,One year,DSL,Yes,Yes,Bank transfer,0,Yes,Yes,No,No
58,34.77,1864.11,Month-to-month,DSL,Yes,No,Credit card,1,No,No,No,No
38,35.81,1331.33,Month-to-month,No,No,No,Bank transfer,0,No,Yes,No,Yes
53,101.39,5074.01,Month-to-month,DSL,Yes,Yes,Credit card,0,No,No,No,No
54,27.45,1394.73,Two year,Fiber optic,Yes,No,Bank transfer,0,Yes,No,Yes,No
23,75.9,1725.99,One year,Fiber optic,Yes,No,Electronic check,0,No,No,Yes,No
21,80.59,1626.41,Month-to-month,DSL,No,No,Credit card,0,Yes,No,Yes,No
68,61.36,4090.24,Month-to-month,DSL,Yes,Yes,Mailed check,0,Yes,No,Yes,No
55,118.03,6368.2,Month-to-month,Fiber optic,No,No,Mailed check,0,No,No,No,No
32,80.05,2336.19,One year,No,No,Yes,Bank transfer,0,Yes,Yes,No,No
35,120.0,4054.56,One year,DSL,No,No,Bank transfer,1,Yes,No,Yes,No
19,45.47,859.83,Month-to-month,No,Yes,Yes,Electronic check,0,Yes,No,Yes,No
61,45.98,2658.94,One year,Fiber optic,No,Yes,Electronic check,1,Yes,No,No,No
25,80.83,1966.63,One year,No,No,Yes,Mailed check,0,Yes,No,No,No
65,57.16,3554.42,Two year,DSL,No,Yes,Bank transfer,0,No,No,No,No
39,115.57,4148.84,Two year,DSL,No,No,Credit card,1,No,No,Yes,No
16,75.25,1107.1,One year,No,No,No,Electronic check,1,Yes,No,Yes,No
0,33.66,0.0,One year,No,Yes,No,Credit card,0,Yes,No,Yes,No
60,18.0,1024.16,Month-to-month,Fiber optic,No,No,Credit card,0,Yes,No,No,No
42,62.65,2500.56,Two year,Fiber optic,Yes,No,Electronic check,0,No,No,Yes,No
41,62.33,2544.03,Month-to-month,No,Yes,No,Bank transfer,0,Yes,No,Yes,No
24,74.41,1625.16,Month-to-month,DSL,No,No,Credit card,0,Yes,No,No,Yes
38,101.32,3611.65,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,Yes,Yes,Yes,No
34,97.37,3149.87,Two year,No,Yes,No,Credit card,1,Yes,Yes,No,No
2,47.63,94.91,Month-to-month,Fiber optic,No,No,Bank transfer,0,No,No,Yes,Yes
43,26.19,1070.35,Month-to-month,DSL,No,No,Bank transfer,0,Yes,Yes,Yes,No
50,27.98,1367.56,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,Yes,No,No,No
11,42.9,460.07,Month-to-month,DSL,No,Yes,Bank transfer,0,Yes,Yes,Yes,Yes
18,54.0,929.86,Month-to-month,DSL,No,No,Electronic check,0,No,No,Yes,Yes
43,74.15,2911.28,Two year,No,No,No,Credit card,1,No,Yes,Yes,No
58,40.97,2190.62,Two year,Fiber optic,Yes,No,Bank transfer,0,Yes,Yes,No,No
48,73.41,3255.93,Month-to-month,No,Yes,No,Mailed check,0,Yes,Yes,No,No
60,75.86,4114.04,Two year,No,Yes,No,Credit card,1,No,No,No,No
16,69.3,1039.97,One year,DSL,Yes,Yes,Credit card,0,Yes,No,No,No
56,31.14,1675.92,Month-to-month,DSL,No,Yes,Bank transfer,1,No,No,No,Yes
54,79.03,3902.43,One year,DSL,No,No,Credit card,0,Yes,No,Yes,No
46,120.0,5064.62,Two year,DSL,No,No,Mailed check,0,Yes,No,No,No
11,72.38,772.85,Month-to-month,Fiber optic,No,No,Mailed check,0,No,No,Yes,Yes
61,18.0,1006.78,Month-to-month,Fiber optic,Yes,No,Mailed check,1,No,No,No,No
7,102.23,653.73,Two year,Fiber optic,No,No,Credit card,1,No,No,No,Yes
20,43.92,876.45,One year,DSL,No,Yes,Credit card,0,No,Yes,No,No
69,120.0,7464.2,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,Yes,Yes,Yes,Yes
71,68.49,4534.75,One year,Fiber optic,Yes,Yes,Credit card,1,No,No,No,No
24,18.0,390.31,Month-to-month,Fiber optic,No,Yes,Credit card,0,No,Yes,Yes,Yes
11,18.0,194.79,Two year,DSL,No,No,Bank transfer,0,No,No,Yes,Yes
14,111.19,1491.83,Month-to-month,Fiber optic,No,No,Mailed check,0,Yes,No,No,Yes
58,98.18,5152.3,Month-to-month,DSL,Yes,No,Bank transfer,1,Yes,Yes,Yes,No
25,120.0,2884.61,One year,Fiber optic,Yes,Yes,Electronic check,0,Yes,No,Yes,No
25,65.33,1490.03,Month-to-month,Fiber optic,No,No,Credit card,0,No,No,No,Yes
46,63.3,2764.97,Month-to-month,DSL,No,Yes,Credit card,1,Yes,No,No,No
31,53.52,1604.27,One year,Fiber optic,Yes,No,Electronic check,0,Yes,No,No,No
9,45.25,372.57,Two year,DSL,No,Yes,Electronic check,0,No,Yes,No,No
15,53.23,758.29,Month-to-month,DSL,No,No,Electronic check,0,Yes,Yes,Yes,No
70,71.52,4734.76,One year,DSL,No,Yes,Bank transfer,1,No,No,Yes,No
16,39.68,629.53,Month-to-month,No,Yes,Yes,Mailed check,0,No,No,Yes,No
22,18.0,395.83,Month-to-month,Fiber optic,No,No,Bank transfer,0,Yes,Yes,Yes,No
25,69.8,1684.71,Month-to-month,No,No,Yes,Electronic check,0,Yes,No,No,No
6,39.01,230.66,Month-to-month,Fiber optic,No,No,Bank transfer,0,Yes,No,Yes,No
13,18.0,225.74,Two year,Fiber optic,Yes,No,Credit card,1,No,No,Yes,No
6,81.58,483.42,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,No,No,No,No
8,31.76,239.68,One year,DSL,No,No,Electronic check,0,Yes,No,Yes,Yes
47,84.85,3831.62,Month-to-month,DSL,No,No,Credit card,0,Yes,No,Yes,Yes
71,84.14,5881.45,Two year,DSL,No,No,Mailed check,0,No,Yes,Yes,No
58,73.51,4228.66,One year,Fiber optic,No,No,Bank transfer,1,Yes,No,Yes,No
38,120.0,4115.26,One year,DSL,Yes,Yes,Bank transfer,0,No,No,Yes,No
17,60.86,941.91,Month-to-month,DSL,No,Yes,Electronic check,0,No,Yes,No,No
58,56.43,3250.41,Month-to-month,DSL,No,Yes,Mailed check,0,No,No,No,No
16,85.51,1309.13,Month-to-month,Fiber optic,No,Yes,Credit card,0,No,No,Yes,No
13,63.34,822.61,Two year,Fiber optic,Yes,No,Electronic check,0,Yes,Yes,Yes,No
30,99.81,2932.21,Month-to-month,No,No,Yes,Electronic check,1,Yes,Yes,No,Yes
23,26.94,608.35,One year,DSL,No,No,Bank transfer,0,No,Yes,Yes,No
59,27.43,1519.02,One year,DSL,No,Yes,Mailed check,0,Yes,No,Yes,No
44,87.97,3583.3,Month-to-month,Fiber optic,No,No,Electronic check,0,No,Yes,Yes,No
2,30.06,57.7,One year,No,No,Yes,Bank transfer,1,No,No,No,No
36,83.27,2961.46,One year,DSL,No,Yes,Credit card,0,No,Yes,No,Yes
42,76.1,3108.53,One year,Fiber optic,No,No,Electronic check,0,No,No,No,Yes
39,44.17,1631.71,Month-to-month,Fiber optic,No,Yes,Credit card,0,No,No,No,Yes
54,76.02,4003.77,Month-to-month,DSL,No,No,Credit card,0,Yes,No,Yes,Yes
38,27.96,1029.59,Month-to-month,DSL,No,No,Bank transfer,0,Yes,Yes,No,Yes
14,35.0,485.74,Two year,DSL,Yes,No,Mailed check,1,Yes,No,Yes,No
3,57.88,160.85,One year,No,Yes,No,Credit card,0,Yes,No,No,No
24,67.37,1474.48,Month-to-month,Fiber optic,No,No,Electronic check,0,Yes,No,No,Yes
12,55.89,635.14,Two year,Fiber optic,No,No,Mailed check,0,No,No,No,No
32,77.99,2336.23,Month-to-month,Fiber optic,No,No,Mailed check,0,No,Yes,No,Yes
15,76.65,1146.86,Two year,Fiber optic,Yes,No,Bank transfer,0,No,Yes,Yes,Yes
41,110.88,4094.88,Two year,Fiber optic,Yes,No,Electronic check,0,Yes,Yes,No,No
65,62.14,4012.19,Two year,DSL,Yes,No,Electronic check,0,Yes,No,No,No
54,100.84,5420.9,Two year,DSL,No,No,Bank transfer,0,No,No,Yes,No
41,92.62,3437.03,Month-to-month,DSL,No,No,Bank transfer,0,No,No,No,Yes
33,120.0,3916.27,Month-to-month,Fiber optic,No,No,Mailed check,0,No,No,No,Yes
29,61.18,1680.32,One year,DSL,Yes,Yes,Credit card,0,No,No,Yes,Yes
12,52.39,613.98,Month-to-month,Fiber optic,No,Yes,Credit card,0,No,Yes,Yes,No
12,102.73,1119.25,Month-to-month,DSL,No,Yes,Credit card,0,No,Yes,Yes,No
17,76.56,1295.69,One year,No,Yes,Yes,Credit card,1,Yes,No,Yes,No
31,103.45,3081.09,Month-to-month,DSL,No,Yes,Electronic check,0,Yes,No,Yes,No
38,86.5,3253.7,Two year,DSL,Yes,No,Electronic check,0,No,No,Yes,No
45,18.0,783.51,Two year,No,No,Yes,Bank transfer,1,Yes,No,No,No
28,76.29,2037.18,Two year,Fiber optic,No,No,Bank transfer,0,No,Yes,Yes,No
61,74.34,4159.49,One year,No,No,Yes,Credit card,0,Yes,Yes,No,No
61,68.99,3862.44,Two year,DSL,Yes,Yes,Bank transfer,0,Yes,No,Yes,No
56,61.03,3237.42,Two year,DSL,Yes,No,Electronic check,0,Yes,No,No,No
15,18.0,266.5,One year,Fiber optic,No,No,Credit card,0,Yes,No,Yes,No
55,91.23,4573.7,Month-to-month,No,Yes,No,Credit card,0,No,No,No,No
9,76.21,685.78,Two year,DSL,No,No,Electronic check,0,Yes,Yes,No,No
29,98.06,2808.45,Two year,No,No,No,Mailed check,0,No,No,No,No
24,18.84,424.69,Month-to-month,Fiber optic,No,Yes,Credit card,1,Yes,No,Yes,No
4,80.21,296.88,Month-to-month,No,No,No,Bank transfer,0,Yes,Yes,Yes,No
64,57.96,3680.5,One year,Fiber optic,No,Yes,Mailed check,0,Yes,No,Yes,No
48,69.31,3035.18,Month-to-month,DSL,No,No,Electronic check,0,No,No,Yes,No
2,58.31,109.01,Two year,No,No,No,Mailed check,0,Yes,No,Yes,No
44,81.31,3249.9,Two year,No,Yes,No,Mailed check,0,No,No,Yes,No
13,60.11,777.79,Month-to-month,Fiber optic,Yes,Yes,Credit card,0,Yes,No,No,Yes
29,33.44,932.68,One year,DSL,Yes,No,Mailed check,0,Yes,No,No,No
67,67.59,4227.92,Month-to-month,DSL,No,Yes,Bank transfer,0,No,Yes,No,Yes
17,58.57,923.55,One year,Fiber optic,No,Yes,Credit card,0,No,No,Yes,No
61,62.5,3600.56,Month-to-month,DSL,No,Yes,Electronic check,0,No,No,Yes,No
36,18.0,589.12,One year,Fiber optic,No,No,Bank transfer,0,Yes,Yes,No,No
24,85.48,2028.82,Month-to-month,DSL,No,Yes,Credit card,0,Yes,No,Yes,No
47,55.56,2483.61,Month-to-month,Fiber optic,No,No,Mailed check,0,Yes,No,Yes,Yes
64,24.56,1528.63,Month-to-month,DSL,Yes,No,Bank transfer,0,No,Yes,Yes,No
52,92.68,4450.07,Month-to-month,Fiber optic,No,Yes,Credit card,0,Yes,Yes,No,Yes
14,84.09,1118.84,One year,Fiber optic,No,No,Credit card,0,No,Yes,No,No
48,55.18,2439.69,Month-to-month,Fiber optic,No,Yes,Electronic check,1,Yes,No,No,No
67,30.43,2001.32,Month-to-month,Fiber optic,Yes,No,Credit card,0,No,No,No,Yes
11,70.34,756.35,Two year,DSL,No,Yes,Electronic check,0,Yes,No,No,No
58,68.69,3644.66,Two year,Fiber optic,No,No,Mailed check,0,Yes,Yes,No,No
36,92.73,3029.32,Two year,No,No,No,Credit card,0,Yes,Yes,Yes,No
60,51.69,3046.88,Two year,Fiber optic,No,No,Credit card,1,Yes,No,No,No
42,100.85,3858.57,Month-to-month,No,No,Yes,Mailed check,0,No,No,Yes,Yes
69,48.79,3214.51,Month-to-month,Fiber optic,Yes,No,Credit card,0,No,Yes,No,No
38,24.63,892.37,One year,Fiber optic,Yes,No,Credit card,0,No,Yes,Yes,No
55,31.03,1570.62,Two year,DSL,No,No,Bank transfer,1,Yes,Yes,Yes,Yes
62,63.13,3754.11,Two year,Fiber optic,Yes,No,Electronic check,0,No,No,Yes,No
45,63.03,2695.31,Month-to-month,Fiber optic,No,Yes,Credit card,0,Yes,No,Yes,Yes
10,74.84,711.67,Month-to-month,DSL,No,No,Credit card,0,No,No,Yes,Yes
61,62.29,3556.4,Month-to-month,Fiber optic,No,No,Electronic check,0,Yes,No,Yes,No
24,94.32,2227.11,One year,DSL,Yes,No,Bank transfer,0,Yes,No,No,No
70,57.17,3635.47,One year,Fiber optic,No,No,Electronic check,0,No,Yes,No,No
51,18.0,866.47,Month-to-month,Fiber optic,Yes,Yes,Credit card,0,Yes,Yes,No,No
3,61.37,170.48,Month-to-month,Fiber optic,No,Yes,Mailed check,0,No,No,No,Yes
58,18.0,1028.18,One year,No,No,Yes,Mailed check,0,Yes,Yes,No,No
71,73.14,4790.53,One year,Fiber optic,No,No,Bank transfer,0,No,No,No,Yes
19,96.72,1794.87,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,No,Yes,Yes,Yes
62,35.41,2110.13,Two year,DSL,No,No,Credit card,0,No,Yes,Yes,No
53,107.56,5629.3,One year,No,Yes,No,Bank transfer,0,No,Yes,No,No
56,90.28,4850.32,Two year,Fiber optic,No,No,Credit card,0,Yes,No,Yes,Yes
40,101.19,3868.08,Two year,Fiber optic,No,No,Mailed check,0,Yes,No,Yes,No
2,70.69,138.57,Month-to-month,DSL,No,Yes,Bank transfer,0,Yes,Yes,No,Yes
5,35.22,168.4,Month-to-month,Fiber optic,No,No,Credit card,0,Yes,Yes,Yes,Yes
4,88.42,348.18,One year,DSL,No,No,Electronic check,0,No,No,Yes,No
4,46.26,167.45,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,Yes,No,Yes,Yes
53,68.54,3449.23,Two year,No,No,Yes,Credit card,0,No,Yes,No,No
46,59.86,2701.98,One year,Fiber optic,Yes,No,Credit card,0,No,No,No,No
48,98.74,4667.65,Two year,Fiber optic,Yes,No,Electronic check,0,Yes,No,Yes,No
8,86.91,683.74,Month-to-month,Fiber optic,Yes,No,Mailed check,0,No,No,Yes,No
19,62.58,1141.98,Month-to-month,Fiber optic,Yes,No,Electronic check,0,No,No,Yes,No
60,18.0,1079.35,One year,Fiber optic,No,No,Credit card,0,Yes,No,No,No
34,45.94,1434.1,Month-to-month,Fiber optic,No,No,Electronic check,0,Yes,No,Yes,No
49,86.13,3871.96,One year,DSL,Yes,No,Electronic check,0,Yes,Yes,Yes,Yes
61,73.4,4044.36,Two year,DSL,Yes,No,Credit card,0,No,No,Yes,No
16,19.9,318.06,Month-to-month,Fiber optic,No,No,Mailed check,1,Yes,Yes,Yes,No
2,18.0,33.65,One year,Fiber optic,No,No,Electronic check,0,No,No,Yes,Yes
31,70.87,2144.69,Month-to-month,DSL,No,No,Electronic check,0,Yes,Yes,No,No
12,33.29,361.92,Month-to-month,Fiber optic,No,No,Bank transfer,0,No,No,Yes,Yes
67,36.18,2254.06,Two year,DSL,No,No,Bank transfer,0,No,Yes,No,No
13,85.18,1065.69,Two year,DSL,No,No,Credit card,0,No,Yes,Yes,No
10,101.07,962.67,Month-to-month,Fiber optic,No,No,Credit card,1,Yes,No,Yes,Yes
55,42.48,2151.3,Two year,Fiber optic,Yes,No,Credit card,0,Yes,No,Yes,No
66,63.66,3975.35,Month-to-month,Fiber optic,No,No,Bank transfer,1,Yes,No,No,Yes
28,62.77,1600.92,Month-to-month,Fiber optic,Yes,No,Credit card,0,Yes,Yes,Yes,No
8,60.07,458.58,Month-to-month,No,No,Yes,Electronic check,1,Yes,No,No,Yes
66,66.22,3975.84,Two year,Fiber optic,No,No,Electronic check,0,No,Yes,Yes,No
24,87.69,2027.94,Month-to-month,DSL,No,No,Mailed check,0,No,No,Yes,Yes
41,44.78,1680.91,One year,Fiber optic,Yes,No,Credit card,0,Yes,No,Yes,No
8,19.24,146.95,One year,DSL,No,No,Electronic check,1,No,No,Yes,No
39,115.7,4119.33,One year,No,Yes,Yes,Electronic check,0,Yes,Yes,Yes,No
24,97.68,2203.83,Month-to-month,DSL,Yes,No,Mailed check,1,Yes,No,Yes,Yes
4,31.89,119.29,Month-to-month,Fiber optic,No,No,Electronic check,0,No,No,Yes,Yes
10,69.07,673.88,Month-to-month,DSL,Yes,No,Mailed check,0,No,Yes,No,Yes
58,95.32,5330.17,One year,No,No,No,Mailed check,1,Yes,No,No,No
37,87.47,3216.03,One year,DSL,No,No,Bank transfer,1,No,Yes,Yes,No
71,78.86,5555.34,One year,No,No,No,Electronic check,0,No,No,Yes,No
4,59.89,232.97,One year,DSL,No,No,Bank transfer,0,Yes,No,No,No
47,116.82,5364.58,Month-to-month,DSL,No,Yes,Electronic check,1,Yes,No,Yes,Yes
17,71.63,1172.04,Two year,DSL,No,Yes,Bank transfer,0,No,No,No,No
69,49.55,3313.53,One year,No,No,Yes,Mailed check,0,No,Yes,No,No
36,91.13,3155.1,Month-to-month,No,No,Yes,Mailed check,1,Yes,Yes,No,Yes
59,67.88,3729.29,Month-to-month,DSL,No,Yes,Mailed check,0,Yes,No,Yes,No
47,75.49,3317.65,Two year,DSL,No,Yes,Mailed check,0,No,No,Yes,No
27,71.09,1837.8,Two year,Fiber optic,Yes,No,Electronic check,0,No,Yes,No,No
68,79.9,5281.17,Month-to-month,DSL,No,Yes,Credit card,0,No,No,Yes,Yes
39,35.65,1307.78,One year,DSL,No,Yes,Electronic check,0,Yes,Yes,No,No
44,21.47,863.69,Month-to-month,DSL,Yes,Yes,Bank transfer,0,No,No,Yes,No
61,108.02,6233.02,Month-to-month,DSL,No,No,Electronic check,0,No,Yes,No,No
57,72.49,4116.72,One year,DSL,No,No,Electronic check,0,No,No,Yes,No
66,88.13,5359.45,One year,DSL,No,Yes,Bank transfer,0,No,Yes,Yes,No
55,18.0,955.26,One year,Fiber optic,No,No,Mailed check,0,No,Yes,No,No
39,97.0,3776.4,Month-to-month,No,Yes,No,Bank transfer,0,No,No,Yes,No
39,49.36,1804.96,Month-to-month,DSL,No,No,Bank transfer,0,No,No,Yes,Yes
32,40.81,1291.28,Month-to-month,Fiber optic,No,No,Credit card,0,No,No,Yes,No
5,63.1,311.21,Month-to-month,DSL,No,No,Credit card,1,No,Yes,Yes,Yes
18,35.66,599.45,Month-to-month,Fiber optic,No,Yes,Mailed check,0,No,No,No,No
39,64.95,2304.7,Month-to-month,DSL,Yes,No,Bank transfer,0,No,Yes,Yes,No
58,60.91,3242.58,Month-to-month,Fiber optic,No,No,Bank transfer,0,Yes,No,Yes,Yes
58,96.81,5258.85,Month-to-month,DSL,Yes,No,Bank transfer,0,Yes,No,Yes,No
47,110.4,5167.6,One year,No,Yes,Yes,Electronic check,1,Yes,No,Yes,Yes
40,109.45,4060.35,Month-to-month,DSL,Yes,No,Credit card,0,Yes,Yes,No,Yes
12,18.0,214.42,Month-to-month,Fiber optic,Yes,No,Credit card,0,Yes,No,Yes,Yes
44,36.94,1492.3,One year,No,Yes,Yes,Mailed check,0,No,No,No,No
52,18.0,933.17,Month-to-month,Fiber optic,No,No,Credit card,1,Yes,No,Yes,No
41,29.19,1112.25,One year,Fiber optic,No,No,Credit card,0,Yes,No,Yes,No
62,45.51,2718.09,Month-to-month,No,Yes,No,Mailed check,0,No,No,No,No
26,77.32,1823.3,Month-to-month,DSL,Yes,No,Bank transfer,0,Yes,No,Yes,Yes
37,49.4,1699.79,Month-to-month,DSL,No,Yes,Electronic check,0,No,Yes,Yes,No
59,50.24,2730.2,Month-to-month,No,No,No,Mailed check,0,Yes,No,Yes,No
6,70.45,380.57,One year,DSL,Yes,No,Credit card,0,Yes,No,Yes,No
4,18.0,65.93,Two year,No,No,Yes,Mailed check,0,No,No,Yes,No
44,39.84,1681.63,Month-to-month,DSL,No,No,Credit card,0,No,No,No,No
57,49.89,2670.24,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,No,No,Yes,No
30,58.93,1718.85,One year,Fiber optic,No,No,Bank transfer,0,Yes,No,Yes,No
22,67.31,1432.11,Month-to-month,No,No,No,Bank transfer,0,Yes,No,No,Yes
41,110.02,4420.29,Two year,Fiber optic,Yes,No,Credit card,0,No,Yes,No,No
9,92.25,819.21,Month-to-month,DSL,No,No,Mailed check,0,Yes,No,Yes,Yes
31,41.92,1276.11,Two year,Fiber optic,No,No,Credit card,0,Yes,No,Yes,No
52,57.16,2808.27,Month-to-month,DSL,Yes,Yes,Bank transfer,0,Yes,Yes,Yes,Yes
29,55.12,1487.98,Month-to-month,Fiber optic,Yes,No,Bank transfer,1,No,No,Yes,No
38,49.58,1790.27,Two year,No,Yes,Yes,Bank transfer,0,No,No,Yes,No
30,73.18,2093.34,One year,Fiber optic,No,Yes,Credit card,0,Yes,No,Yes,No
1,18.0,16.76,Month-to-month,Fiber optic,Yes,No,Electronic check,0,Yes,No,Yes,Yes
11,91.42,959.36,One year,DSL,No,Yes,Bank transfer,0,No,Yes,Yes,No
38,115.81,4007.25,One year,Fiber optic,Yes,No,Mailed check,0,Yes,No,Yes,No
65,56.9,3414.1,Month-to-month,Fiber optic,No,No,Bank transfer,0,No,No,Yes,No
12,56.32,658.68,One year,Fiber optic,No,No,Credit card,0,No,No,Yes,No
45,69.71,2880.61,Month-to-month,DSL,No,Yes,Mailed check,0,No,No,Yes,No
26,95.58,2271.12,Two year,Fiber optic,No,Yes,Credit card,0,Yes,Yes,No,Yes
16,55.27,821.3,Two year,DSL,No,Yes,Electronic check,1,No,No,No,No
59,93.02,5143.0,Month-to-month,Fiber optic,No,No,Electronic check,1,Yes,No,No,Yes
63,79.65,4681.02,Month-to-month,DSL,No,No,Credit card,0,Yes,No,Yes,Yes
34,120.0,3824.84,Month-to-month,No,No,Yes,Bank transfer,0,Yes,No,No,Yes
69,55.14,3477.43,Month-to-month,DSL,No,No,Mailed check,0,Yes,No,Yes,Yes
29,18.0,478.43,Two year,Fiber optic,Yes,No,Bank transfer,0,Yes,No,Yes,No
70,22.01,1422.97,Month-to-month,DSL,Yes,No,Credit card,1,No,No,No,No
62,65.36,3809.99,Month-to-month,Fiber optic,No,Yes,Credit card,0,Yes,No,Yes,Yes
27,95.84,2415.83,Two year,DSL,No,No,Bank transfer,0,No,No,Yes,Yes
59,45.42,2623.86,Two year,Fiber optic,No,No,Mailed check,0,Yes,No,Yes,No
